PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC
ECP36,yahO,E.coli,B04,PM10,IF10a,R2,pH 4.5 + L-Asparagine,"pH, decarboxylase",C00152,CAS 70-47-3,248.28954767008165,26.897458749998464,46.75,3315.8351390918338
ECP34,yahO,E.coli,B04,PM11C,IF10a,R1,Amoxicillin_4,"wall, lactam",D07452,CAS 26787-78-0,298.4103320817134,70.7140085833554,11.5,12477.64942603837
ECP37,yahO,E.coli,B04,PM11C,IF10a,R2,Amoxicillin_4,"wall, lactam",D07452,CAS 26787-78-0,287.30856173556015,67.60723242952349,11.25,12114.70693692729
ECP32,yahO,E.coli,B05,PM09,IF10a,R1,6% NaCl + Dimethyl Sulphonyl Propionate,"osmolyte, dimethyl sulphonyl propionate",,CAS Dimethyl Sulphonyl Propionate,70.50421620672665,11.774227362097209,34.75,2640.1466363734235
ECP35,yahO,E.coli,B05,PM09,IF10a,R2,6% NaCl + Dimethyl Sulphonyl Propionate,"osmolyte, dimethyl sulphonyl propionate",,CAS Dimethyl Sulphonyl Propionate,77.05147515864937,7.942549236031084,19.75,3076.139908580127
ECP33,yahO,E.coli,B05,PM10,IF10a,R1,pH 4.5 + L-Aspartic acid,"pH, decarboxylase",C00049,CAS 3792-50-5,13.017245100960784,0.7708893846153302,17.25,584.513657842927
ECP36,yahO,E.coli,B05,PM10,IF10a,R2,pH 4.5 + L-Aspartic acid,"pH, decarboxylase",C00049,CAS 3792-50-5,21.626765250159508,1.402010096153802,42.75,870.3444250734065
ECP34,yahO,E.coli,B05,PM11C,IF10a,R1,Cloxacillin_1,"wall, lactam",D02231,CAS 7081-44-9,299.20179560575184,70.79183375169214,11.75,12485.584231705732
ECP37,yahO,E.coli,B05,PM11C,IF10a,R2,Cloxacillin_1,"wall, lactam",D02231,CAS 7081-44-9,294.9087029086368,68.46408934070428,11.5,12390.92703038249
ECP32,yahO,E.coli,B06,PM09,IF10a,R1,6% NaCl + MOPS,"osmolyte, MOPS",,CAS 1132-61-2,123.04252866408515,9.211801826922567,47.5,3762.436396667909
ECP35,yahO,E.coli,B06,PM09,IF10a,R2,6% NaCl + MOPS,"osmolyte, MOPS",,CAS 1132-61-2,113.70372920857172,9.671110749999428,48.0,3583.785820344346
ECP33,yahO,E.coli,B06,PM10,IF10a,R1,pH 4.5 + L-Glutamic acid,"pH, decarboxylase",C00025,CAS 142-47-2,12.28185101442236,0.7000419230768884,41.25,557.8812898214437
ECP36,yahO,E.coli,B06,PM10,IF10a,R2,pH 4.5 + L-Glutamic acid,"pH, decarboxylase",C00025,CAS 142-47-2,22.26582996806173,1.7788288653845186,45.0,913.5520798863606
ECP34,yahO,E.coli,B06,PM11C,IF10a,R1,Cloxacillin_2,"wall, lactam",D02231,CAS 7081-44-9,292.83217468748296,69.47159209689414,11.5,12177.942070323965
ECP37,yahO,E.coli,B06,PM11C,IF10a,R2,Cloxacillin_2,"wall, lactam",D02231,CAS 7081-44-9,289.4693084230602,67.22584926538639,11.5,12173.217867113784
ECP32,yahO,E.coli,B07,PM09,IF10a,R1,6% NaCl + Ectoine,"osmolyte, ectoine",C06231,CAS 96702-03-3,127.42710466592683,9.481369192307085,48.0,3195.0472705257384
ECP35,yahO,E.coli,B07,PM09,IF10a,R2,6% NaCl + Ectoine,"osmolyte, ectoine",C06231,CAS 96702-03-3,146.00155288209697,11.000129019230144,48.0,3995.925870726791
ECP33,yahO,E.coli,B07,PM10,IF10a,R1,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,14.084865568513624,0.8589124230768732,48.0,583.9589946502041
ECP36,yahO,E.coli,B07,PM10,IF10a,R2,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,19.4433950437975,1.65001237976562,48.0,818.8693457632692
ECP34,yahO,E.coli,B07,PM11C,IF10a,R1,Cloxacillin_3,"wall, lactam",D02231,CAS 7081-44-9,285.83902436536806,59.882004727536525,37.25,11765.829930959342
ECP37,yahO,E.coli,B07,PM11C,IF10a,R2,Cloxacillin_3,"wall, lactam",D02231,CAS 7081-44-9,249.57032712017772,38.87105148591894,35.5,9966.05318294852
ECP32,yahO,E.coli,B08,PM09,IF10a,R1,6% NaCl + Choline,"osmolyte, choline",C00114,CAS 77-91-8,122.28145831230256,10.60505234615323,48.0,2605.307494703073
ECP35,yahO,E.coli,B08,PM09,IF10a,R2,6% NaCl + Choline,"osmolyte, choline",C00114,CAS 77-91-8,144.83870972526256,11.43134578846093,48.0,2953.4231668859934
ECP33,yahO,E.coli,B08,PM10,IF10a,R1,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,206.8483172656024,20.65662256356188,48.0,2442.971340211092
ECP36,yahO,E.coli,B08,PM10,IF10a,R2,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,241.79550941520964,21.825909346152457,46.75,3431.242225299242
ECP34,yahO,E.coli,B08,PM11C,IF10a,R1,Cloxacillin_4,"wall, lactam",D02231,CAS 7081-44-9,248.814978446854,23.62756534615249,48.0,5884.130757730037
ECP37,yahO,E.coli,B08,PM11C,IF10a,R2,Cloxacillin_4,"wall, lactam",D02231,CAS 7081-44-9,21.188404620191083,2.0514809888460306,38.0,865.5075303420058
ECP32,yahO,E.coli,B09,PM09,IF10a,R1,6% NaCl + Phosphorylcholine,"osmolyte, phosphorylcholine",C00588,CAS 4826-71-5,194.76531203312567,16.15797882692226,48.0,4365.911679821662
ECP35,yahO,E.coli,B09,PM09,IF10a,R2,6% NaCl + Phosphorylcholine,"osmolyte, phosphorylcholine",C00588,CAS 4826-71-5,184.32719795031164,10.943582634614645,48.0,5352.274820963852
ECP33,yahO,E.coli,B09,PM10,IF10a,R1,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,174.17625004388287,8.692326865384189,48.0,3205.0599791248637
ECP36,yahO,E.coli,B09,PM10,IF10a,R2,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,34.7882170682148,2.107634161937653,48.0,1092.5308124727178
ECP34,yahO,E.coli,B09,PM11C,IF10a,R1,Lomefloxacin_1,DNA topoisomerase,D00873,CAS 98079-52-8,290.0707057547908,68.6505282773661,39.25,12130.473771119134
ECP37,yahO,E.coli,B09,PM11C,IF10a,R2,Lomefloxacin_1,DNA topoisomerase,D00873,CAS 98079-52-8,286.99890694709865,66.8249881530678,40.75,12085.9440555415
ECP32,yahO,E.coli,B10,PM09,IF10a,R1,6% NaCl + Creatine,"osmolyte, creatine",C00300,CAS 57-00-1,78.5081733269185,3.0424791730767424,29.5,3210.921247691037
ECP35,yahO,E.coli,B10,PM09,IF10a,R2,6% NaCl + Creatine,"osmolyte, creatine",C00300,CAS 57-00-1,145.8532168407753,10.536343115384112,48.0,3081.192558238012
ECP33,yahO,E.coli,B10,PM10,IF10a,R1,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,30.712010324596545,2.6912136923075,0.0,965.1115397439492
ECP36,yahO,E.coli,B10,PM10,IF10a,R2,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,22.09719268749873,1.5379277357230237,38.5,881.1597860838664
ECP34,yahO,E.coli,B10,PM11C,IF10a,R1,Lomefloxacin_2,DNA topoisomerase,D00873,CAS 98079-52-8,288.39777580767566,67.86441897183454,11.5,12096.8027441048
ECP37,yahO,E.coli,B10,PM11C,IF10a,R2,Lomefloxacin_2,DNA topoisomerase,D00873,CAS 98079-52-8,276.8632824422917,64.67058244948043,39.0,11666.02466300959
ECP32,yahO,E.coli,B11,PM09,IF10a,R1,6% NaCl + Creatinine,"osmolyte, creatinine",C00791,CAS 19230-81-0,95.3444716533765,5.373872923076647,48.0,2086.083261642349
ECP35,yahO,E.coli,B11,PM09,IF10a,R2,6% NaCl + Creatinine,"osmolyte, creatinine",C00791,CAS 19230-81-0,101.86067683941616,5.986174942307457,47.75,2408.4130053027825
ECP33,yahO,E.coli,B11,PM10,IF10a,R1,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,59.75814135576577,8.243938240876986,13.25,1520.2557147659336
ECP36,yahO,E.coli,B11,PM10,IF10a,R2,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,23.646011663460165,2.07936635340802,38.0,1023.7391189364654
ECP34,yahO,E.coli,B11,PM11C,IF10a,R1,Lomefloxacin_3,DNA topoisomerase,D00873,CAS 98079-52-8,289.36857231248325,67.85622181427993,11.75,12079.697979258492
ECP37,yahO,E.coli,B11,PM11C,IF10a,R2,Lomefloxacin_3,DNA topoisomerase,D00873,CAS 98079-52-8,275.8304523269071,63.24070513861818,37.5,11618.795313474917
ECP32,yahO,E.coli,B12,PM09,IF10a,R1,6% NaCl + L-Carnitine,"osmolyte, carnitine",C00318,CAS 44985-71-9,48.93004050480485,3.4492526315106176,22.0,1928.6528914843427
ECP35,yahO,E.coli,B12,PM09,IF10a,R2,6% NaCl + L-Carnitine,"osmolyte, carnitine",C00318,CAS 44985-71-9,80.27516486057225,11.837008072872097,8.75,2756.930607012275
ECP33,yahO,E.coli,B12,PM10,IF10a,R1,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,213.2257801442184,29.146257249998257,20.5,7709.002917427349
ECP36,yahO,E.coli,B12,PM10,IF10a,R2,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,204.51950987979583,23.63236651922944,20.5,7762.369614797967
ECP34,yahO,E.coli,B12,PM11C,IF10a,R1,Lomefloxacin_4,DNA topoisomerase,D00873,CAS 98079-52-8,93.41319956322036,4.0749203653844575,48.0,2231.786403329609
ECP37,yahO,E.coli,B12,PM11C,IF10a,R2,Lomefloxacin_4,DNA topoisomerase,D00873,CAS 98079-52-8,29.02976729807524,3.2885050126450324,38.0,1240.5671596450484
ECP32,yahO,E.coli,C01,PM09,IF10a,R1,6% NaCl + KCl,"osmolyte, KCl",,CAS 7447-40-7,90.6726062019178,7.094802604941407,17.25,3699.642318446178
ECP35,yahO,E.coli,C01,PM09,IF10a,R2,6% NaCl + KCl,"osmolyte, KCl",,CAS 7447-40-7,52.87817630803383,2.53855262483512,48.0,1694.141375952308
ECP33,yahO,E.coli,C01,PM10,IF10a,R1,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,39.35461225236917,3.092962654089206,48.0,1233.809770790947
ECP36,yahO,E.coli,C01,PM10,IF10a,R2,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,40.27160651173908,3.1254852710806915,48.0,1579.5059422676024
ECP34,yahO,E.coli,C01,PM11C,IF10a,R1,Bleomycin_1,"DNA damage, oxidation",D02177,CAS 9041-93-4,295.2862198413291,66.72921877429826,21.25,12400.637076476294
ECP37,yahO,E.coli,C01,PM11C,IF10a,R2,Bleomycin_1,"DNA damage, oxidation",D02177,CAS 9041-93-4,292.20477184132915,65.77083306614873,19.75,12316.59955814182
ECP32,yahO,E.coli,C02,PM09,IF10a,R1,6% NaCl + L-Proline,"osmolyte, proline",C00148,CAS 147-85-3,128.81082236660126,10.404167519230128,48.0,3779.283146237967
ECP35,yahO,E.coli,C02,PM09,IF10a,R2,6% NaCl + L-Proline,"osmolyte, proline",C00148,CAS 147-85-3,138.47044726030904,10.307928458907496,48.0,3480.245149410503
ECP33,yahO,E.coli,C02,PM10,IF10a,R1,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,45.94631765525489,2.386839999999836,48.0,1283.2031933168978
ECP36,yahO,E.coli,C02,PM10,IF10a,R2,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,223.26810955318103,21.50850398076801,47.75,2555.6602287741903
ECP34,yahO,E.coli,C02,PM11C,IF10a,R1,Bleomycin_2,"DNA damage, oxidation",D02177,CAS 9041-93-4,293.0772548076754,68.91699426143293,11.5,12270.952243111324
ECP37,yahO,E.coli,C02,PM11C,IF10a,R2,Bleomycin_2,"DNA damage, oxidation",D02177,CAS 9041-93-4,274.232603701907,63.78586088705652,22.25,11511.224447174522
ECP32,yahO,E.coli,C03,PM09,IF10a,R1,6% NaCl + N-Acetyl-L-Glutamine,"osmolyte, acetyl glutamine",,CAS 35305-74-9,189.7713131959362,9.231516115384125,48.0,5182.322895541863
ECP35,yahO,E.coli,C03,PM09,IF10a,R2,6% NaCl + N-Acetyl-L-Glutamine,"osmolyte, acetyl glutamine",,CAS 35305-74-9,209.8983309017332,18.81613815384503,48.0,4664.463056106027
ECP33,yahO,E.coli,C03,PM10,IF10a,R1,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,238.0814698014172,14.63244526923006,48.0,4829.165881320428
ECP36,yahO,E.coli,C03,PM10,IF10a,R2,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,241.0571727024672,17.73386071153743,48.0,4123.045864001656
ECP34,yahO,E.coli,C03,PM11C,IF10a,R1,Bleomycin_3,"DNA damage, oxidation",D02177,CAS 9041-93-4,295.8640024374828,69.24823053588909,11.75,12361.613730037778
ECP37,yahO,E.coli,C03,PM11C,IF10a,R2,Bleomycin_3,"DNA damage, oxidation",D02177,CAS 9041-93-4,285.4390528797913,67.32591414496721,11.25,11946.150452535145
ECP32,yahO,E.coli,C04,PM09,IF10a,R1,6% NaCl + b-Glutamic acid,"osmolyte, b-glutamate",,CAS 1948-48-7,205.83972450849475,12.10477969230692,48.0,5215.495877863923
ECP35,yahO,E.coli,C04,PM09,IF10a,R2,6% NaCl + b-Glutamic acid,"osmolyte, b-glutamate",,CAS 1948-48-7,181.137837710578,16.34088923069951,48.0,4287.011886013208
ECP33,yahO,E.coli,C04,PM10,IF10a,R1,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,164.30806200051225,9.164488865383989,48.0,3627.723454832483
ECP36,yahO,E.coli,C04,PM10,IF10a,R2,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,212.96542218458117,12.8864521346145,48.0,4344.14880942381
ECP34,yahO,E.coli,C04,PM11C,IF10a,R1,Bleomycin_4,"DNA damage, oxidation",D02177,CAS 9041-93-4,295.17027953363663,69.91033599497905,11.5,12326.50099580064
ECP37,yahO,E.coli,C04,PM11C,IF10a,R2,Bleomycin_4,"DNA damage, oxidation",D02177,CAS 9041-93-4,287.87570842786795,68.00959199302167,11.25,12031.548649776722
ECP32,yahO,E.coli,C05,PM09,IF10a,R1,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,193.293894212926,11.507689865383895,48.0,4968.79247251448
ECP35,yahO,E.coli,C05,PM09,IF10a,R2,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,193.42282322308552,14.299788038460804,48.0,4634.858031792542
ECP33,yahO,E.coli,C05,PM10,IF10a,R1,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,176.12984476154705,10.202721133623896,48.0,3666.7915964592985
ECP36,yahO,E.coli,C05,PM10,IF10a,R2,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,206.63852469358824,20.69061136442616,47.75,2456.0987160472137
ECP34,yahO,E.coli,C05,PM11C,IF10a,R1,Colistin_1,"membrane, cyclic peptide",D02138,CAS 1264-72-8,288.2557616538294,67.77533712865636,12.0,11971.777133928925
ECP37,yahO,E.coli,C05,PM11C,IF10a,R2,Colistin_1,"membrane, cyclic peptide",D02138,CAS 1264-72-8,295.5286705288288,69.74666793289475,11.75,12290.015177000005
ECP32,yahO,E.coli,C06,PM09,IF10a,R1,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,213.3034656183729,11.09050309615327,48.0,5448.949508377773
ECP35,yahO,E.coli,C06,PM09,IF10a,R2,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,174.47822315273626,10.50992355769182,48.0,4463.379505709176
ECP33,yahO,E.coli,C06,PM10,IF10a,R1,pH 4.5 + L-Tryptophan,"pH, decarboxylase",C00078,CAS 73-22-3,36.88589999419449,2.736702096339656,48.0,1470.5548252173037
ECP36,yahO,E.coli,C06,PM10,IF10a,R2,pH 4.5 + L-Tryptophan,"pH, decarboxylase",C00078,CAS 73-22-3,32.77231588081616,2.157282244426,48.0,1379.8798782451518
ECP34,yahO,E.coli,C06,PM11C,IF10a,R1,Colistin_2,"membrane, cyclic peptide",D02138,CAS 1264-72-8,278.44066508652224,45.84890030391327,14.75,10934.546229863196
ECP37,yahO,E.coli,C06,PM11C,IF10a,R2,Colistin_2,"membrane, cyclic peptide",D02138,CAS 1264-72-8,277.42063618748386,40.73275926922816,15.25,10802.101876038174
ECP32,yahO,E.coli,C07,PM09,IF10a,R1,6% NaCl + Glycerol,"osmolyte, glycerol",C00116,CAS 56-81-5,183.8791741214037,11.448066134614578,48.0,4227.585343288244
ECP35,yahO,E.coli,C07,PM09,IF10a,R2,6% NaCl + Glycerol,"osmolyte, glycerol",C00116,CAS 56-81-5,179.31699498949885,11.41955444230706,48.0,4895.117728348838
ECP33,yahO,E.coli,C07,PM10,IF10a,R1,pH 4.5 + L-Citrulline,"pH, decarboxylase",C00327,CAS 372-75-8,252.64978927171785,22.296768692306387,47.0,3990.882519628724
ECP36,yahO,E.coli,C07,PM10,IF10a,R2,pH 4.5 + L-Citrulline,"pH, decarboxylase",C00327,CAS 372-75-8,188.8973127154443,15.565051190597842,48.0,5130.791707032582
ECP34,yahO,E.coli,C07,PM11C,IF10a,R1,Colistin_3,"membrane, cyclic peptide",D02138,CAS 1264-72-8,19.12703180288351,1.34451899999992,40.5,783.870186186934
ECP37,yahO,E.coli,C07,PM11C,IF10a,R2,Colistin_3,"membrane, cyclic peptide",D02138,CAS 1264-72-8,15.912174543268303,1.0405872884614595,39.25,661.248184918785
ECP32,yahO,E.coli,C08,PM09,IF10a,R1,6% NaCl + Trehalose,"osmolyte, trehalose",C01083,CAS 99-20-7,233.20445659557765,19.405963307691195,48.0,4780.293033895796
ECP35,yahO,E.coli,C08,PM09,IF10a,R2,6% NaCl + Trehalose,"osmolyte, trehalose",C01083,CAS 99-20-7,189.73594826124827,13.177267980768534,48.0,5387.835519802692
ECP33,yahO,E.coli,C08,PM10,IF10a,R1,pH 4.5 + L-Valine,"pH, decarboxylase",C00183,CAS 72-18-4,184.10161263314276,14.677412162480325,48.0,2785.1234886168068
ECP36,yahO,E.coli,C08,PM10,IF10a,R2,pH 4.5 + L-Valine,"pH, decarboxylase",C00183,CAS 72-18-4,179.35164346486812,10.426164557691491,48.0,2915.468231275331
ECP34,yahO,E.coli,C08,PM11C,IF10a,R1,Colistin_4,"membrane, cyclic peptide",D02138,CAS 1264-72-8,21.545486394229528,1.7773023494485685,39.25,896.7163037317682
ECP37,yahO,E.coli,C08,PM11C,IF10a,R2,Colistin_4,"membrane, cyclic peptide",D02138,CAS 1264-72-8,17.927137807691274,1.7080786822799254,22.5,771.0188570134924
ECP32,yahO,E.coli,C09,PM09,IF10a,R1,6% NaCl + Trimethylamine-N-Oxide,"osmolyte, trimethylamine-N-oxide",C01104,CAS 1184-78-7,162.81345167796457,9.765263923076503,48.0,4025.72312577881
ECP35,yahO,E.coli,C09,PM09,IF10a,R2,6% NaCl + Trimethylamine-N-Oxide,"osmolyte, trimethylamine-N-oxide",C01104,CAS 1184-78-7,213.29801085836257,16.58606373076816,48.0,4751.136451045039
ECP33,yahO,E.coli,C09,PM10,IF10a,R1,pH 4.5 + Hydroxy-L-Proline,"pH, decarboxylase",C01015,CAS 51-35-4,144.44575997985152,9.96257304890149,48.0,3777.1231503426216
ECP36,yahO,E.coli,C09,PM10,IF10a,R2,pH 4.5 + Hydroxy-L-Proline,"pH, decarboxylase",C01015,CAS 51-35-4,151.6517220507131,12.792755834453716,48.0,4310.730643075682
ECP34,yahO,E.coli,C09,PM11C,IF10a,R1,Minocycline_1,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,291.8100872740216,68.82017103775092,11.5,12205.533167473914
ECP37,yahO,E.coli,C09,PM11C,IF10a,R2,Minocycline_1,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,286.9471790480603,67.63205388533402,11.25,12040.832673075662
ECP32,yahO,E.coli,C10,PM09,IF10a,R1,6% NaCl + Trimethylamine,"osmolyte, trimethylamine",C00565,CAS 75-50-3,114.96608425544278,6.497073591979614,48.0,3985.768335693788
ECP35,yahO,E.coli,C10,PM09,IF10a,R2,6% NaCl + Trimethylamine,"osmolyte, trimethylamine",C00565,CAS 75-50-3,185.07177043114493,13.61089398076848,48.0,4975.3363176712055
ECP33,yahO,E.coli,C10,PM10,IF10a,R1,pH 4.5 + L-Ornithine,"pH, decarboxylase",C00077,CAS 3184-13-2,49.714013866643896,7.018716119434714,48.0,1223.5905276836795
ECP36,yahO,E.coli,C10,PM10,IF10a,R2,pH 4.5 + L-Ornithine,"pH, decarboxylase",C00077,CAS 3184-13-2,167.6647762913002,14.100160269230004,48.0,1816.160415536199
ECP34,yahO,E.coli,C10,PM11C,IF10a,R1,Minocycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,283.2780858317143,66.57154476211133,11.25,11898.177590126734
ECP37,yahO,E.coli,C10,PM11C,IF10a,R2,Minocycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,273.94393485094565,64.41731796114038,11.25,11484.557630346428
ECP32,yahO,E.coli,C11,PM09,IF10a,R1,6% NaCl + Octopine,"osmolyte, octopine",C04137,CAS 34522-32-2,118.4787427101512,10.692980478623925,48.0,3376.939482461633
ECP35,yahO,E.coli,C11,PM09,IF10a,R2,6% NaCl + Octopine,"osmolyte, octopine",C04137,CAS 34522-32-2,126.88453487373008,7.682866384614897,48.0,3782.169979591121
ECP33,yahO,E.coli,C11,PM10,IF10a,R1,pH 4.5 + L-Homoarginine,"pH, decarboxylase",,CAS 1483-01-8,29.488236308952665,2.491889965385191,47.0,1091.1993128070596
ECP36,yahO,E.coli,C11,PM10,IF10a,R2,pH 4.5 + L-Homoarginine,"pH, decarboxylase",,CAS 1483-01-8,115.79478865636474,8.464287999999556,48.0,1822.8324672878848
ECP34,yahO,E.coli,C11,PM11C,IF10a,R1,Minocycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,256.41040908171595,54.26429016314506,39.0,10523.0303101941
ECP37,yahO,E.coli,C11,PM11C,IF10a,R2,Minocycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,249.3182773413316,55.231056233496815,41.0,10433.557566565329
ECP32,yahO,E.coli,C12,PM09,IF10a,R1,6% NaCl + Trigonelline,"osmolyte, trigonelline",C01004,CAS 535-83-1,113.70147394382312,6.806185038461251,48.0,3014.2710453579
ECP35,yahO,E.coli,C12,PM09,IF10a,R2,6% NaCl + Trigonelline,"osmolyte, trigonelline",C01004,CAS 535-83-1,120.871207620251,7.972967403845814,48.0,2665.98002186325
ECP33,yahO,E.coli,C12,PM10,IF10a,R1,pH 4.5 + L-Homoserine,"pH, decarboxylase",C00263,CAS 672-15-1,33.25360141005722,1.4937671421079417,48.0,1266.737999126748
ECP36,yahO,E.coli,C12,PM10,IF10a,R2,pH 4.5 + L-Homoserine,"pH, decarboxylase",C00263,CAS 672-15-1,58.30806688978054,5.882519586133896,48.0,2224.00238620607
ECP34,yahO,E.coli,C12,PM11C,IF10a,R1,Minocycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,33.39561385742337,1.8959656730767875,48.0,1451.4853624227494
ECP37,yahO,E.coli,C12,PM11C,IF10a,R2,Minocycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,36.7806134134594,2.3789906391428417,37.25,1603.60505275669
ECP32,yahO,E.coli,D01,PM09,IF10a,R1,3% Potassium Chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,259.5796292067156,44.90214427612671,41.75,10759.306309779977
ECP35,yahO,E.coli,D01,PM09,IF10a,R2,3% Potassium Chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,261.31617945664607,56.30388319106146,45.75,10588.596611816396
ECP33,yahO,E.coli,D01,PM10,IF10a,R1,pH 4.5 + Anthranilic acid,"pH, decarboxylase",C00108,CAS 118-92-3,34.71890694783575,2.533401102239893,48.0,1480.0046009384882
ECP36,yahO,E.coli,D01,PM10,IF10a,R2,pH 4.5 + Anthranilic acid,"pH, decarboxylase",C00108,CAS 118-92-3,33.91596143105433,1.8233465384613796,45.0,1455.651545981389
ECP34,yahO,E.coli,D01,PM11C,IF10a,R1,Capreomycin_1,protein synthesis,D00135,CAS 1405-37-4,297.23527454325193,66.26567226869986,21.25,12505.204712543517
ECP37,yahO,E.coli,D01,PM11C,IF10a,R2,Capreomycin_1,protein synthesis,D00135,CAS 1405-37-4,300.49159308171335,69.00334258951364,21.25,12626.993182386084
ECP32,yahO,E.coli,D02,PM09,IF10a,R1,4% Potassium chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,239.61764424037077,47.67441343322741,36.0,9425.445573663368
ECP35,yahO,E.coli,D02,PM09,IF10a,R2,4% Potassium chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,228.01383714165308,43.28013280643444,46.0,8996.304575386095
ECP33,yahO,E.coli,D02,PM10,IF10a,R1,pH 4.5 + L-Norleucine,"pH, decarboxylase",C01933,CAS 327-57-1,23.7209982692294,3.1085396082406618,18.75,940.4104999155976
ECP36,yahO,E.coli,D02,PM10,IF10a,R2,pH 4.5 + L-Norleucine,"pH, decarboxylase",C01933,CAS 327-57-1,17.74189769230665,2.018933604111133,9.5,711.1600895770811
ECP34,yahO,E.coli,D02,PM11C,IF10a,R1,Capreomycin_2,protein synthesis,D00135,CAS 1405-37-4,286.02351598075245,65.95229514388757,12.25,11856.64793162734
ECP37,yahO,E.coli,D02,PM11C,IF10a,R2,Capreomycin_2,protein synthesis,D00135,CAS 1405-37-4,287.2241828413296,67.68961697429063,11.75,12023.203349763688
ECP32,yahO,E.coli,D03,PM09,IF10a,R1,5% Potassium Chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,216.35260179619416,21.859707153844735,46.5,8180.806674180018
ECP35,yahO,E.coli,D03,PM09,IF10a,R2,5% Potassium Chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,220.20091810842672,28.029427826921506,48.0,8267.01230306329
ECP33,yahO,E.coli,D03,PM10,IF10a,R1,pH 4.5 + L-Norvaline,"pH, decarboxylase",C01826,CAS 6600-40-4,271.1072302259458,24.327659999998275,38.0,7393.780191116153
ECP36,yahO,E.coli,D03,PM10,IF10a,R2,pH 4.5 + L-Norvaline,"pH, decarboxylase",C01826,CAS 6600-40-4,274.69065388940714,24.98274148076814,28.75,8613.42680700936
ECP34,yahO,E.coli,D03,PM11C,IF10a,R1,Capreomycin_3,protein synthesis,D00135,CAS 1405-37-4,284.36113774517565,59.87342936141096,14.0,11702.23346617448
ECP37,yahO,E.coli,D03,PM11C,IF10a,R2,Capreomycin_3,protein synthesis,D00135,CAS 1405-37-4,282.7878217932528,61.1895465434406,13.25,11697.468001935176
ECP32,yahO,E.coli,D04,PM09,IF10a,R1,6% Potassium chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,200.47532051156847,18.883301211537457,48.0,6835.854493911641
