PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC,Growth,Control Well Growth_x,Control Well Growth_y
ECP44,ydcD,E.coli,C10,PM11C,IF10a,R1,Minocycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,303.5257152980593,61.45265268749188,18.5,12932.393151096818,1,0,0
ECP44,ydcD,E.coli,C11,PM11C,IF10a,R1,Minocycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,307.12268880767454,63.52625477756885,34.5,13071.020989951216,1,0,0
ECP44,ydcD,E.coli,C12,PM11C,IF10a,R1,Minocycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D00850,CAS 13614-98-7,37.572159360574744,2.0653399673639683,35.0,1652.2254822890304,0,0,0
ECP44,ydcD,E.coli,D01,PM11C,IF10a,R1,Capreomycin_1,protein synthesis,D00135,CAS 1405-37-4,318.7365566442122,58.58072903526329,35.25,13379.822422690864,1,0,0
ECP44,ydcD,E.coli,D02,PM11C,IF10a,R1,Capreomycin_2,protein synthesis,D00135,CAS 1405-37-4,298.73549427882887,56.613337314723026,19.5,12447.655878006884,1,0,0
ECP44,ydcD,E.coli,D03,PM11C,IF10a,R1,Capreomycin_3,protein synthesis,D00135,CAS 1405-37-4,307.82507645671285,60.70386411299603,35.0,12871.050036430463,1,0,0
ECP44,ydcD,E.coli,D04,PM11C,IF10a,R1,Capreomycin_4,protein synthesis,D00135,CAS 1405-37-4,309.9437305913281,60.22125923270278,41.25,12753.20235547677,1,0,0
ECP44,ydcD,E.coli,D05,PM11C,IF10a,R1,Demeclocycline_1,"protein synthesis, 30S ribosomal subunit, tetracycline",D00290,CAS 64-73-3,311.46813141344336,59.34588303489079,31.0,12990.12021327024,1,0,0
ECP44,ydcD,E.coli,D06,PM11C,IF10a,R1,Demeclocycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D00290,CAS 64-73-3,311.8291474903667,59.7278044727467,30.75,13041.279280933097,1,0,0
ECP44,ydcD,E.coli,D07,PM11C,IF10a,R1,Demeclocycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D00290,CAS 64-73-3,305.0385715310632,18.71939255769132,47.0,9139.65046790287,1,0,0
ECP44,ydcD,E.coli,D08,PM11C,IF10a,R1,Demeclocycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D00290,CAS 64-73-3,27.829206346152233,2.202501332140514,35.5,1122.0783114147594,0,0,0
ECP44,ydcD,E.coli,D09,PM11C,IF10a,R1,Nafcillin_1,"wall, lactam",D00928,CAS 7177-50-6,303.0697335672901,55.58388046820539,34.75,12616.990063997138,1,0,0
ECP44,ydcD,E.coli,D10,PM11C,IF10a,R1,Nafcillin_2,"wall, lactam",D00928,CAS 7177-50-6,298.9111046057519,56.969849425290704,19.25,12515.836759254173,1,0,0
ECP44,ydcD,E.coli,D11,PM11C,IF10a,R1,Nafcillin_3,"wall, lactam",D00928,CAS 7177-50-6,276.5341586634454,49.49744316012902,41.5,11372.323037787082,1,0,0
ECP44,ydcD,E.coli,D12,PM11C,IF10a,R1,Nafcillin_4,"wall, lactam",D00928,CAS 7177-50-6,30.01794815865211,2.4757449583333226,34.0,1294.294958152685,0,0,0
ECP44,ydcD,E.coli,E01,PM11C,IF10a,R1,Cefazolin_1,"wall, cephalosporin",D02299,CAS 25953-19-9,318.2538237547891,57.950930252560056,39.75,13353.62647156662,1,0,0
ECP44,ydcD,E.coli,E02,PM11C,IF10a,R1,Cefazolin_2,"wall, cephalosporin",D02299,CAS 25953-19-9,294.27581998555974,56.292079157295575,18.75,12327.361533211179,1,0,0
ECP44,ydcD,E.coli,E03,PM11C,IF10a,R1,Cefazolin_3,"wall, cephalosporin",D02299,CAS 25953-19-9,307.0074506490207,58.13220816912269,18.75,12839.182691032172,1,0,0
ECP44,ydcD,E.coli,E04,PM11C,IF10a,R1,Cefazolin_4,"wall, cephalosporin",D02299,CAS 25953-19-9,310.336063110559,59.131331222716426,19.5,12970.479156273552,1,0,0
ECP44,ydcD,E.coli,E05,PM11C,IF10a,R1,Enoxacin_1,DNA topoisomerase,D00310,CAS 74011-58-8,306.2732572788285,57.43540314424274,39.5,12671.608028038476,1,0,0
ECP44,ydcD,E.coli,E06,PM11C,IF10a,R1,Enoxacin_2,DNA topoisomerase,D00310,CAS 74011-58-8,316.8138817019046,59.66169485038961,39.75,13214.237388865331,1,0,0
ECP44,ydcD,E.coli,E07,PM11C,IF10a,R1,Enoxacin_3,DNA topoisomerase,D00310,CAS 74011-58-8,307.67749043748216,58.15982378793558,40.75,12545.837909247546,1,0,0
ECP44,ydcD,E.coli,E08,PM11C,IF10a,R1,Enoxacin_4,DNA topoisomerase,D00310,CAS 74011-58-8,27.106641812498424,2.2466268053498197,37.0,1087.2482226851675,0,0,0
ECP44,ydcD,E.coli,E09,PM11C,IF10a,R1,Nalidixic acid_1,DNA topoisomerase,D00183,CAS 3374-05-8,299.8521499855596,51.694957951671086,33.75,12275.358442349938,1,0,0
ECP44,ydcD,E.coli,E10,PM11C,IF10a,R1,Nalidixic acid_2,DNA topoisomerase,D00183,CAS 3374-05-8,282.71903663459915,38.192105285539014,40.75,10726.451407412202,1,0,0
ECP44,ydcD,E.coli,E11,PM11C,IF10a,R1,Nalidixic acid_3,DNA topoisomerase,D00183,CAS 3374-05-8,29.217941562498293,2.931359175152366,40.0,1250.2936026340503,0,0,0
ECP44,ydcD,E.coli,E12,PM11C,IF10a,R1,Nalidixic acid_4,DNA topoisomerase,D00183,CAS 3374-05-8,27.66258249999839,2.311972040471545,16.25,1200.1697571379395,0,0,0
ECP44,ydcD,E.coli,F01,PM11C,IF10a,R1,Chloramphenicol_1,"protein synthesis, amphenicol",D00104,CAS 56-75-7,307.50721104805916,56.98205761291797,40.5,12616.833863996793,1,0,0
ECP44,ydcD,E.coli,F02,PM11C,IF10a,R1,Chloramphenicol_2,"protein synthesis, amphenicol",D00104,CAS 56-75-7,287.6277716730602,43.7965684353195,40.75,10771.758631123528,1,0,0
ECP44,ydcD,E.coli,F03,PM11C,IF10a,R1,Chloramphenicol_3,"protein synthesis, amphenicol",D00104,CAS 56-75-7,66.77517110220812,3.137223999999833,47.75,1985.7194109244028,0,0,0
ECP44,ydcD,E.coli,F04,PM11C,IF10a,R1,Chloramphenicol_4,"protein synthesis, amphenicol",D00104,CAS 56-75-7,22.347219759614084,1.754166054296249,39.0,905.7944446720609,0,0,0
ECP44,ydcD,E.coli,F05,PM11C,IF10a,R1,Erythromycin_1,"protein synthesis, 50S ribosomal subunit, macrolide",D00140,CAS 114-07-8,306.9909465288285,55.22667614728289,33.75,12891.91441160355,1,0,0
ECP44,ydcD,E.coli,F06,PM11C,IF10a,R1,Erythromycin_2,"protein synthesis, 50S ribosomal subunit, macrolide",D00140,CAS 114-07-8,304.4301862019055,59.517698782533444,19.5,12732.105098418218,1,0,0
ECP44,ydcD,E.coli,F07,PM11C,IF10a,R1,Erythromycin_3,"protein synthesis, 50S ribosomal subunit, macrolide",D00140,CAS 114-07-8,303.3892361922901,57.852552161228914,33.0,12735.420849308626,1,0,0
ECP44,ydcD,E.coli,F08,PM11C,IF10a,R1,Erythromycin_4,"protein synthesis, 50S ribosomal subunit, macrolide",D00140,CAS 114-07-8,298.5430555865212,56.985876675585814,36.25,12456.218631141284,1,0,0
ECP44,ydcD,E.coli,F09,PM11C,IF10a,R1,Neomycin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01618,CAS 1405-10-3,296.9186281634443,52.840897949789905,34.75,12359.67479141813,1,0,0
ECP44,ydcD,E.coli,F10,PM11C,IF10a,R1,Neomycin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01618,CAS 1405-10-3,280.5011104422913,52.57853227952512,18.5,11773.932635091172,1,0,0
ECP44,ydcD,E.coli,F11,PM11C,IF10a,R1,Neomycin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01618,CAS 1405-10-3,281.8411885769067,49.68007456453256,34.5,11735.821170516683,1,0,0
ECP44,ydcD,E.coli,F12,PM11C,IF10a,R1,Neomycin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01618,CAS 1405-10-3,300.10895286536726,53.072446969833436,39.25,12620.32017184963,1,0,0
ECP44,ydcD,E.coli,G01,PM11C,IF10a,R1,Ceftriaxone_1,"wall, cephalosporin",D00924,CAS 104376-79-6,305.7727250685217,55.47823206209421,42.5,12926.09701342471,1,0,0
ECP44,ydcD,E.coli,G02,PM11C,IF10a,R1,Ceftriaxone_2,"wall, cephalosporin",D00924,CAS 104376-79-6,293.38285028363686,51.90139137133269,19.25,12288.655624583389,1,0,0
ECP44,ydcD,E.coli,G03,PM11C,IF10a,R1,Ceftriaxone_3,"wall, cephalosporin",D00924,CAS 104376-79-6,292.1120780624831,55.12109365142976,19.25,12183.787111177424,1,0,0
ECP44,ydcD,E.coli,G04,PM11C,IF10a,R1,Ceftriaxone_4,"wall, cephalosporin",D00924,CAS 104376-79-6,302.9429235095978,55.669074711764324,29.75,12650.808453050315,1,0,0
ECP44,ydcD,E.coli,G05,PM11C,IF10a,R1,Gentamicin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01063,CAS 1405-41-0,305.54960618267455,55.36464838909387,33.5,12720.101055151135,1,0,0
ECP44,ydcD,E.coli,G06,PM11C,IF10a,R1,Gentamicin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01063,CAS 1405-41-0,311.1742758845975,57.19943157184525,31.0,13017.2131536669,1,0,0
ECP44,ydcD,E.coli,G07,PM11C,IF10a,R1,Gentamicin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01063,CAS 1405-41-0,286.418566990368,50.222797271147215,36.25,11753.19114536676,1,0,0
ECP44,ydcD,E.coli,G08,PM11C,IF10a,R1,Gentamicin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D01063,CAS 1405-41-0,304.7009572740208,58.42231232985,38.75,12785.7499692512,1,0,0
ECP44,ydcD,E.coli,G09,PM11C,IF10a,R1,Potassium tellurite_1,toxic anion,,CAS 123333-66-4,301.56094850959767,55.351351406223216,41.25,12571.46034838603,1,0,0
ECP44,ydcD,E.coli,G10,PM11C,IF10a,R1,Potassium tellurite_2,toxic anion,,CAS 123333-66-4,281.69675893748354,45.39398318909764,36.0,11418.353536760389,1,0,0
ECP44,ydcD,E.coli,G11,PM11C,IF10a,R1,Potassium tellurite_3,toxic anion,,CAS 123333-66-4,300.53294172594417,53.62673489440908,41.5,12460.952103699823,1,0,0
ECP44,ydcD,E.coli,G12,PM11C,IF10a,R1,Potassium tellurite_4,toxic anion,,CAS 123333-66-4,292.03584164421386,29.173799884613686,40.5,10131.0860591054,1,0,0
ECP44,ydcD,E.coli,H01,PM11C,IF10a,R1,Cephalothin_1,"wall, cephalosporin",D00907,CAS 58-71-9,319.7645927307506,56.85645504615388,32.0,13550.541971497925,1,0,0
ECP44,ydcD,E.coli,H02,PM11C,IF10a,R1,Cephalothin_2,"wall, cephalosporin",D00907,CAS 58-71-9,320.3884041826737,56.863623477126225,33.75,13538.683950497427,1,0,0
ECP44,ydcD,E.coli,H03,PM11C,IF10a,R1,Cephalothin_3,"wall, cephalosporin",D00907,CAS 58-71-9,315.1330970240201,57.935490172898426,39.0,13268.705699405542,1,0,0
ECP44,ydcD,E.coli,H04,PM11C,IF10a,R1,Cephalothin_4,"wall, cephalosporin",D00907,CAS 58-71-9,321.124517019212,59.82630102040241,34.25,13513.452822928271,1,0,0
ECP44,ydcD,E.coli,H05,PM11C,IF10a,R1,Kanamycin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00866,CAS 25389-94-0,322.7271972355581,58.218435931253566,38.75,13590.926966874955,1,0,0
ECP44,ydcD,E.coli,H06,PM11C,IF10a,R1,Kanamycin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00866,CAS 25389-94-0,323.16962069709666,60.265684045048374,34.0,13576.8121845691,1,0,0
ECP44,ydcD,E.coli,H07,PM11C,IF10a,R1,Kanamycin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00866,CAS 25389-94-0,319.18683590382767,58.186874298384055,33.25,13442.0774911133,1,0,0
ECP44,ydcD,E.coli,H08,PM11C,IF10a,R1,Kanamycin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00866,CAS 25389-94-0,317.89936247113536,58.04290866006704,32.25,13398.838990005508,1,0,0
ECP44,ydcD,E.coli,H09,PM11C,IF10a,R1,Ofloxacin_1,DNA topoisomerase,D00453,CAS 82419-36-1,317.27841368267394,58.319201348242245,33.75,13357.553303412822,1,0,0
ECP44,ydcD,E.coli,H10,PM11C,IF10a,R1,Ofloxacin_2,DNA topoisomerase,D00453,CAS 82419-36-1,318.42744612978925,58.86177958648034,35.75,13448.701285841362,1,0,0
ECP44,ydcD,E.coli,H11,PM11C,IF10a,R1,Ofloxacin_3,DNA topoisomerase,D00453,CAS 82419-36-1,315.6589284249576,56.61537836253933,44.25,13247.546009362577,1,0,0
ECP44,ydcD,E.coli,H12,PM11C,IF10a,R1,Ofloxacin_4,DNA topoisomerase,D00453,CAS 82419-36-1,39.5769660838357,2.711899083400482,43.0,1718.6725893191956,0,0,0
ECP45,ydcD,E.coli,A01,PM12B,IF10a,R1,Penicillin G_1,"wall, lactam",D00868,CAS 69-57-8,308.64245349151906,50.525450947594095,47.5,12462.70749386594,1,0,0
ECP45,ydcD,E.coli,A02,PM12B,IF10a,R1,Penicillin G_2,"wall, lactam",D00868,CAS 69-57-8,309.9636056924787,53.957400822179466,48.0,12625.532242297064,1,0,0
ECP45,ydcD,E.coli,A03,PM12B,IF10a,R1,Penicillin G_3,"wall, lactam",D00868,CAS 69-57-8,319.56206655066336,57.77011808167856,44.75,13212.170875179469,1,0,0
ECP45,ydcD,E.coli,A04,PM12B,IF10a,R1,Penicillin G_4,"wall, lactam",D00868,CAS 69-57-8,312.6243912038357,56.57006591443087,45.5,12791.645522806813,1,0,0
ECP45,ydcD,E.coli,A05,PM12B,IF10a,R1,Tetracycline_1,"protein synthesis, 30S ribosomal subunit, tetracycline",D02122,CAS 64-75-5,330.2348527144198,63.17544748198293,48.0,13670.198944699703,1,0,0
ECP45,ydcD,E.coli,A06,PM12B,IF10a,R1,Tetracycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D02122,CAS 64-75-5,329.0608926911979,62.15887440972767,48.0,13615.079363514935,1,0,0
ECP45,ydcD,E.coli,A07,PM12B,IF10a,R1,Tetracycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D02122,CAS 64-75-5,332.16604198787695,64.4560738047636,48.0,13859.194995177717,1,0,0
ECP45,ydcD,E.coli,A08,PM12B,IF10a,R1,Tetracycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D02122,CAS 64-75-5,317.236063489456,63.86986149317954,48.0,13366.917270523521,1,0,0
ECP45,ydcD,E.coli,A09,PM12B,IF10a,R1,Carbenicillin_1,"wall, lactam",D02190,CAS 4800-94-6,315.47862466592704,58.64210472522768,48.0,13091.053755085968,1,0,0
ECP45,ydcD,E.coli,A10,PM12B,IF10a,R1,Carbenicillin_2,"wall, lactam",D02190,CAS 4800-94-6,316.28559671632775,59.94326270024078,29.75,13235.273190798755,1,0,0
ECP45,ydcD,E.coli,A11,PM12B,IF10a,R1,Carbenicillin_3,"wall, lactam",D02190,CAS 4800-94-6,313.47465137539507,57.69152071183623,48.0,13049.21528675749,1,0,0
ECP45,ydcD,E.coli,A12,PM12B,IF10a,R1,Carbenicillin_4,"wall, lactam",D02190,CAS 4800-94-6,320.2650286198679,57.42304181675706,44.5,13457.253447828702,1,0,0
ECP45,ydcD,E.coli,B01,PM12B,IF10a,R1,Oxacillin_1,"wall, lactam",D00929,CAS 7240-38-2,321.23270121514923,57.53764663859465,46.5,13441.70919811045,1,0,0
ECP45,ydcD,E.coli,B02,PM12B,IF10a,R1,Oxacillin_2,"wall, lactam",D00929,CAS 7240-38-2,300.2206852751644,50.70471600077292,48.0,12313.268133332054,1,0,0
ECP45,ydcD,E.coli,B03,PM12B,IF10a,R1,Oxacillin_3,"wall, lactam",D00929,CAS 7240-38-2,249.92491360573734,42.31778931378557,48.0,9434.974944986057,1,0,0
ECP45,ydcD,E.coli,B04,PM12B,IF10a,R1,Oxacillin_4,"wall, lactam",D00929,CAS 7240-38-2,18.668009254806616,1.28577774999993,35.25,765.3445884896341,0,0,0
ECP45,ydcD,E.coli,B05,PM12B,IF10a,R1,Penimepicycline_1,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,301.5360228845978,52.92093648951948,31.75,12277.426054574984,1,0,0
ECP45,ydcD,E.coli,B06,PM12B,IF10a,R1,Penimepicycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,319.93878272586,61.5583135396389,48.0,13331.58904534709,1,0,0
ECP45,ydcD,E.coli,B07,PM12B,IF10a,R1,Penimepicycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,311.74001704325116,61.955041579454246,20.0,12999.742394342677,1,0,0
ECP45,ydcD,E.coli,B08,PM12B,IF10a,R1,Penimepicycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,320.4344806970967,64.71840991094848,28.75,13546.005819417167,1,0,0
ECP45,ydcD,E.coli,B09,PM12B,IF10a,R1,Polymyxin B_1,"membrane, cyclic peptide",D01066,CAS 1405-20-5,307.89699655767447,58.931579481276,31.5,12866.70550882051,1,0,0
ECP45,ydcD,E.coli,B10,PM12B,IF10a,R1,Polymyxin B_2,"membrane, cyclic peptide",D01066,CAS 1405-20-5,303.04555626921314,58.91306384703921,19.75,12580.97370038192,1,0,0
ECP45,ydcD,E.coli,B11,PM12B,IF10a,R1,Polymyxin B_3,"membrane, cyclic peptide",D01066,CAS 1405-20-5,28.002553794587218,3.0053513341011495,48.0,933.2276943736482,0,0,0
ECP45,ydcD,E.coli,B12,PM12B,IF10a,R1,Polymyxin B_4,"membrane, cyclic peptide",D01066,CAS 1405-20-5,28.390677862887404,1.9625799470189946,48.0,1031.6471239961324,0,0,0
ECP45,ydcD,E.coli,C01,PM12B,IF10a,R1,Paromomycin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,301.0024877612911,52.545708719825484,48.0,12357.254993992421,1,0,0
ECP45,ydcD,E.coli,C02,PM12B,IF10a,R1,Paromomycin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,293.14463317786755,51.18289393829991,26.25,11951.292026890085,1,0,0
ECP45,ydcD,E.coli,C03,PM12B,IF10a,R1,Paromomycin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,297.4316444615213,52.883410287337256,37.0,12198.718353859433,1,0,0
ECP45,ydcD,E.coli,C04,PM12B,IF10a,R1,Paromomycin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,289.3486653386834,52.055883433033046,48.0,11849.73665892889,1,0,0
ECP45,ydcD,E.coli,C05,PM12B,IF10a,R1,Vancomycin_1,wall,D00926,CAS 1404-93-9,298.3017758172903,52.46616459196969,30.25,12242.58967463654,1,0,0
ECP45,ydcD,E.coli,C06,PM12B,IF10a,R1,Vancomycin_2,wall,D00926,CAS 1404-93-9,302.4116465335953,54.72078266302378,48.0,12397.815621931184,1,0,0
ECP45,ydcD,E.coli,C07,PM12B,IF10a,R1,Vancomycin_3,wall,D00926,CAS 1404-93-9,296.6227987142492,60.03473143438714,48.0,11983.915930365893,1,0,0
ECP45,ydcD,E.coli,C08,PM12B,IF10a,R1,Vancomycin_4,wall,D00926,CAS 1404-93-9,24.936282735575478,2.471182082120663,33.5,1035.9987039769162,0,0,0
ECP45,ydcD,E.coli,C09,PM12B,IF10a,R1,DL-Serine hydroxamate_1,tRNA synthetase,,CAS 55779-32-3,302.4100291201747,53.20697827217566,30.25,12384.057225071887,1,0,0
ECP45,ydcD,E.coli,C10,PM12B,IF10a,R1,DL-Serine hydroxamate_2,tRNA synthetase,,CAS 55779-32-3,306.2697156376677,57.12836900233299,48.0,12740.084091366462,1,0,0
ECP45,ydcD,E.coli,C11,PM12B,IF10a,R1,DL-Serine hydroxamate_3,tRNA synthetase,,CAS 55779-32-3,308.29040230137434,50.3725166496705,48.0,12036.386145983775,1,0,0
ECP45,ydcD,E.coli,C12,PM12B,IF10a,R1,DL-Serine hydroxamate_4,tRNA synthetase,,CAS 55779-32-3,291.0142924893709,22.857016207243305,48.0,9449.832859664866,1,0,0
ECP45,ydcD,E.coli,D01,PM12B,IF10a,R1,Sisomicin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D02181,CAS 53179-09-2,320.17973050695826,57.398607540096805,48.0,13356.25240099114,1,0,0
ECP45,ydcD,E.coli,D02,PM12B,IF10a,R1,Sisomicin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D02181,CAS 53179-09-2,308.28088109132824,57.177445980719085,30.5,12794.610149639557,1,0,0
ECP45,ydcD,E.coli,D03,PM12B,IF10a,R1,Sisomicin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D02181,CAS 53179-09-2,313.4832935288278,59.02083479485418,36.5,13054.27989343812,1,0,0
ECP45,ydcD,E.coli,D04,PM12B,IF10a,R1,Sisomicin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D02181,CAS 53179-09-2,310.86374890429437,60.75442610267589,48.0,12932.06659216326,1,0,0
ECP45,ydcD,E.coli,D05,PM12B,IF10a,R1,Sulfamethazine_1,"folate antagonist, PABA analog",D08539,CAS 1981-58-4,318.77263402882755,57.42530000113743,36.75,13018.217252265584,1,0,0
ECP45,ydcD,E.coli,D06,PM12B,IF10a,R1,Sulfamethazine_2,"folate antagonist, PABA analog",D08539,CAS 1981-58-4,309.4252787595976,47.29677932252969,40.5,12015.95752045769,1,0,0
ECP45,ydcD,E.coli,D07,PM12B,IF10a,R1,Sulfamethazine_3,"folate antagonist, PABA analog",D08539,CAS 1981-58-4,300.80822295910525,33.315265867053824,48.0,10422.015576458525,1,0,0
ECP45,ydcD,E.coli,D08,PM12B,IF10a,R1,Sulfamethazine_4,"folate antagonist, PABA analog",D08539,CAS 1981-58-4,246.82747190403842,21.756887675817325,48.0,7788.044115830827,1,0,0
ECP45,ydcD,E.coli,D09,PM12B,IF10a,R1,Novobiocin_1,DNA topoisomerase,D01209,CAS 1476-53-5,301.21848331460797,49.24542303932992,48.0,12136.699027084604,1,0,0
ECP45,ydcD,E.coli,D10,PM12B,IF10a,R1,Novobiocin_2,DNA topoisomerase,D01209,CAS 1476-53-5,293.32901938768896,45.80235624319465,48.0,11568.93558059038,1,0,0
ECP45,ydcD,E.coli,D11,PM12B,IF10a,R1,Novobiocin_3,DNA topoisomerase,D01209,CAS 1476-53-5,51.78738316981134,4.951865835620069,48.0,2008.8868684717022,0,0,0
ECP45,ydcD,E.coli,D12,PM12B,IF10a,R1,Novobiocin_4,DNA topoisomerase,D01209,CAS 1476-53-5,107.32918729650815,8.22288511749548,48.0,3224.5698661666775,0,0,0
ECP45,ydcD,E.coli,E01,PM12B,IF10a,R1,"2,4-Diamino-6,7-diisopropylpteridine_1","folate antagonist, vibriostatic agent",,CAS 84176-65-8,318.44256073140224,56.368498574298314,45.0,13053.043712194285,1,0,0
ECP45,ydcD,E.coli,E02,PM12B,IF10a,R1,"2,4-Diamino-6,7-diisopropylpteridine_2","folate antagonist, vibriostatic agent",,CAS 84176-65-8,303.868564824042,43.389935152107796,48.0,11629.682659462873,1,0,0
ECP45,ydcD,E.coli,E03,PM12B,IF10a,R1,"2,4-Diamino-6,7-diisopropylpteridine_3","folate antagonist, vibriostatic agent",,CAS 84176-65-8,296.41711116673787,26.667071209714123,48.0,10228.088520645375,1,0,0
ECP45,ydcD,E.coli,E04,PM12B,IF10a,R1,"2,4-Diamino-6,7-diisopropylpteridine_4","folate antagonist, vibriostatic agent",,CAS 84176-65-8,284.48193842602257,12.996918076922611,48.0,7106.567873736718,1,0,0
ECP45,ydcD,E.coli,E05,PM12B,IF10a,R1,Sulfadiazine_1,"folate antagonist, PABA analog",D05949,CAS 547-32-0,314.0105118722789,47.64785246315887,48.0,12139.838071012528,1,0,0
ECP45,ydcD,E.coli,E06,PM12B,IF10a,R1,Sulfadiazine_2,"folate antagonist, PABA analog",D05949,CAS 547-32-0,318.80297443619736,31.95820144785324,47.25,10482.923840957712,1,0,0
ECP45,ydcD,E.coli,E07,PM12B,IF10a,R1,Sulfadiazine_3,"folate antagonist, PABA analog",D05949,CAS 547-32-0,286.673689029284,26.426532282386887,48.0,8915.048112217279,1,0,0
ECP45,ydcD,E.coli,E08,PM12B,IF10a,R1,Sulfadiazine_4,"folate antagonist, PABA analog",D05949,CAS 547-32-0,219.02653199556056,22.595500175611335,48.0,6914.162048447006,1,0,0
ECP45,ydcD,E.coli,E09,PM12B,IF10a,R1,Benzethonium Chloride_1,"membrane, detergent, cationic",D01140,CAS 121-54-0,308.54387662157154,49.40619354811395,45.25,12488.39770029845,1,0,0
ECP45,ydcD,E.coli,E10,PM12B,IF10a,R1,Benzethonium Chloride_2,"membrane, detergent, cationic",D01140,CAS 121-54-0,308.25569101440516,48.446296859529866,40.0,12278.39363341516,1,0,0
ECP45,ydcD,E.coli,E11,PM12B,IF10a,R1,Benzethonium Chloride_3,"membrane, detergent, cationic",D01140,CAS 121-54-0,69.10596662580038,3.4479886346152284,48.0,1786.0918497854168,0,0,0
ECP45,ydcD,E.coli,E12,PM12B,IF10a,R1,Benzethonium Chloride_4,"membrane, detergent, cationic",D01140,CAS 121-54-0,27.08281996653292,1.933161876632326,48.0,1148.7115877834594,0,0,0
ECP45,ydcD,E.coli,F01,PM12B,IF10a,R1,Tobramycin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00063,CAS 32986-56-4,315.8820814261078,56.181788471137565,48.0,13233.132445670177,1,0,0
ECP45,ydcD,E.coli,F02,PM12B,IF10a,R1,Tobramycin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00063,CAS 32986-56-4,293.31471550479057,53.55411758265859,31.5,12314.38397405605,1,0,0
ECP45,ydcD,E.coli,F03,PM12B,IF10a,R1,Tobramycin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00063,CAS 32986-56-4,299.46620397336295,57.485504804255015,48.0,12291.32999306417,1,0,0
ECP45,ydcD,E.coli,F04,PM12B,IF10a,R1,Tobramycin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00063,CAS 32986-56-4,279.65592010381636,42.3965232980716,48.0,9969.632762656676,1,0,0
ECP45,ydcD,E.coli,F05,PM12B,IF10a,R1,Sulfathiazole_1,"folate antagonist, PABA analog",D01047,CAS 144-74-1,315.891546509597,56.488423115623846,34.75,13065.58303292371,1,0,0
ECP45,ydcD,E.coli,F06,PM12B,IF10a,R1,Sulfathiazole_2,"folate antagonist, PABA analog",D01047,CAS 144-74-1,318.56951525478917,56.064189701786745,35.5,12908.552668122986,1,0,0
ECP45,ydcD,E.coli,F07,PM12B,IF10a,R1,Sulfathiazole_3,"folate antagonist, PABA analog",D01047,CAS 144-74-1,293.64304853786416,34.75912656625144,48.0,9910.260766433119,1,0,0
ECP45,ydcD,E.coli,F08,PM12B,IF10a,R1,Sulfathiazole_4,"folate antagonist, PABA analog",D01047,CAS 144-74-1,236.7757824690516,26.36314724593234,48.0,7697.542073856411,1,0,0
